,author,content,description,publishedAt,source,title,url
37,"USA TODAY, Christal Hayes, USA TODAY","WASHINGTON  It was round three and the gloves were off. 
Nearly all 10 candidates on stage in Houston for the third Democratic presidential debate went on the offensive and had a zinger that got people talking. 
The top polling candidates, including former … [+11856 chars]",The third debate was full of fireworks. Here are some of the top moments from the three hours onstage in Houston.,2019-09-13,USA Today,Kamala Harris calls Trump a 'little dude' and other moments from the Democratic debate,https://www.usatoday.com/story/news/politics/elections/2019/09/12/democratic-debate-top-moments-houston/2306563001/?utm_source=google&utm_medium=amp&utm_campaign=speakable
38,Lydia Ramsey,"Andrew Johnson was impeached by the House but acquitted by the Senate.
 Library of Congress 
 Democratic lawmakers and presidential candidates are calling for the impeachment of Supreme Court Justice Brett Kavanaugh.
 That's coming after The New York Times… [+1096 chars]",Democratic lawmakers and presidential candidates have been calling for the impeachment of Supreme Court Justice Brett Kavanaugh. That's coming after The New York Times reported on a former college classmate of Kavanaugh's who tried to tip off US senators and …,2019-09-15,Business Insider,19 US federal officials have been impeached in history — here are the craziest reasons why,https://www.businessinsider.com/how-many-people-have-been-impeached-us-history-16-2017-5
39,ABC News,"<li>Now Playing: Trump visits Baltimore, will tune into the Democratic Debate
</li><li>Now Playing: O'Rourke takes a stand against gun violence after Texas shootings
</li><li>Now Playing: ABC News talks about Trumps take on Democrats
</li><li>Now Playing: … [+1260 chars]","ABC contributors and analysts discuss Trump saying he will ""dominate"" the 2020 Democratic presidential candidates.",2019-09-13,ABC News,WATCH: ABC News talks about Trump’s take on Democrats,https://abcnews.go.com/Politics/video/abc-news-talks-trumps-democrats-65586534
40,ABC News,"<li>Now Playing: Dem candidates praise O'Rourke's El Paso reaction
</li><li>Now Playing: Castro confronts Biden about his health care plan
</li><li>Now Playing: Candidates speak out about biggest setbacks
</li><li>Now Playing: O'Rourke takes a stand agains… [+1246 chars]",The candidates got personal when they spoke about their biggest setback and resiliency at the Democratic debate.,2019-09-13,ABC News,WATCH: Candidates speak out about biggest setbacks,https://abcnews.go.com/Politics/video/candidates-speak-biggest-setbacks-65586680
41,ABC News,"<li>Now Playing: Klobuchar on Medicare for All bill: While Bernie wrote the bill, I read the bill
</li><li>Now Playing: Democratic candidates debate: Dealing with China and tariffs
</li><li>Now Playing: Buttigieg on being in the military under 'Don't Ask, D… [+1165 chars]",Sen. Amy Klobuchar discusses challenging Sander's proposed healthcare bill on the debate stage.,2019-09-13,ABC News,WATCH: Klobuchar takes on Sanders during debate,https://abcnews.go.com/Politics/video/klobuchar-takes-sanders-debate-65585398
42,ABC News,"<li>Now Playing: Dem candidates praise O'Rourke's El Paso reaction
</li><li>Now Playing: Castro confronts Biden about his health care plan
</li><li>Now Playing: Candidates speak out about biggest setbacks
</li><li>Now Playing: O'Rourke takes a stand agains… [+1246 chars]","Four candidates made a point of offering kind words to rival Beto O’Rourke for his handling of the mass shooting last month at a Walmart in his home town of El Paso, Texas.",2019-09-13,ABC News,WATCH: Dem candidates praise O'Rourke's El Paso reaction,https://abcnews.go.com/Politics/video/dem-candidates-praise-orourkes-el-paso-reaction-65587453
43,ABC News,"<li>Now Playing: Democratic candidates debate: Dealing with Venezuela 
</li><li>Now Playing: Democratic candidates debate: Climate change
</li><li>Now Playing: Candidates speak out about biggest setbacks
</li><li>Now Playing: O'Rourke takes a stand against… [+1245 chars]",The former Housing and Urban Development secretary challenged the former vice president at the Democratic debate.,2019-09-13,ABC News,WATCH: Castro says Biden ‘wants to take credit for Obama’s work’ but not answer questions,https://abcnews.go.com/Politics/video/castro-biden-credit-obamas-work-answer-questions-65583172
44,ABC News,"<li>Now Playing: Buttigieg makes 1st Democratic debate spin room appearance
</li><li>Now Playing: Biden says he finds purpose through public policy 
</li><li>Now Playing: Candidates speak out about biggest setbacks
</li><li>Now Playing: O'Rourke takes a st… [+1100 chars]","The South Bend, Indiana, mayor talked about serving under Mike Pence and coming out to the public.",2019-09-13,ABC News,"WATCH: Buttigieg on being in the military under 'Don't Ask, Don't Tell'",https://abcnews.go.com/Politics/video/buttigieg-military-dont-65585891
45,ABC News,"<li>Now Playing: Democratic candidates debate: Education
</li><li>Now Playing: Buttigieg on being in the military under 'Don't Ask, Don't Tell'
</li><li>Now Playing: Warren credits campaign's success to meeting voters
</li><li>Now Playing: Klobuchar takes … [+1148 chars]","Entrepreneur Andrew Yang tells ABC News how he could put ""economic resources into Americans' hands"" as president.",2019-09-13,ABC News,WATCH: Yang talks universal basic income plan,https://abcnews.go.com/Politics/video/yang-talks-universal-basic-income-plan-65585021
46,ABC News,"<li>Now Playing: Protesters interrupt Biden during Democratic debate
</li><li>Now Playing: O'Rourke takes a stand against gun violence after Texas shootings
</li><li>Now Playing: ABC News talks about Trumps take on Democrats
</li><li>Now Playing: Buttigieg… [+1176 chars]",Sen. Bernie Sanders explains the key differences between his proposed health care plan and other Democratic candidates' plans.,2019-09-13,ABC News,WATCH: Sanders highlights health care plan after debate,https://abcnews.go.com/Politics/video/sanders-highlights-health-care-plan-debate-65584565
47,ABC News,"<li>Now Playing: Democratic candidates debate: Addressing immigration and equality
</li><li>Now Playing: Democratic candidates debate: Gun reform
</li><li>Now Playing: O'Rourke takes a stand against gun violence after Texas shootings
</li><li>Now Playing: … [+1254 chars]",Students share which Democratic candidates have stood out to them halfway through the debate.,2019-09-13,ABC News,WATCH: Inside Texas Southern University's debate watch party,https://abcnews.go.com/Politics/video/inside-texas-southern-universitys-debate-watch-party-65582285
48,Michelle Mark,"Sen. Elizabeth Warren of Massachusetts has been gaining ground in the race for the 2020 Democratic nomination and has even surpassed former Vice President Joe Biden, a new CNN/Des Moines Register/Mediacom poll of likely Iowa caucusgoers shows. 
 Warren has j… [+1453 chars]","Sen. Elizabeth Warren of Massachusetts has surged ahead of the pack in a new Iowa poll, even surpassing former Vice President Joe Biden. The new CNN/Des Moines Register/Mediacom poll of likely Iowa caucusgoers shows Warren with 22% of the caucusgoers' support…",2019-09-22,Business Insider,Elizabeth Warren has taken the lead and surpassed Joe Biden in a new Iowa poll,https://www.businessinsider.com/elizabeth-warren-iowa-poll-joe-biden-2020-democratic-nomination-2019-9
49,Eliza Relman,"Former Vice President Joe Biden will attend two high-dollar fundraisers on Wall Street hosted by a real estate executive and an investment banker on Thursday, CNBC reported. 
 The first party will be hosted by Jack Rosen, the CEO of real estate firm Rosen Pa… [+1751 chars]","Former Vice President Joe Biden will attend two high-dollar fundraisers on Wall Street hosted by a real estate executive and an investment banker on Thursday. Both fundraising events are selling tickets for up to $2,800. While the Biden campaign has refused t…",2019-09-04,Business Insider,Joe Biden will solicit big money from Wall Street donors right after participating in CNN's climate town hall,https://www.businessinsider.com/biden-solicits-big-money-wall-street-after-climate-town-hall-2019-9
50,Rachel Premack,"Sen. Cory Booker needs $1.7 million by Sept. 30. 
 If he doesn't get it, he's likely going to be out of the 2020 presidential campaign, according to a staff memo obtained by NBC News' Alex Seitz-Wald. 
 ""Without a fundraising surge to close out this quarter… [+1518 chars]","According to a report from NBC News, a staff memo from the Cory Booker campaign says they need $1.7 million by Sept. 30 or the campaign is kaput. Booker is No. 8 in national polls, below entrepreneur Andrew Yang, mayor Pete Buttigieg, and former Rep. Beto O'R…",2019-09-21,Business Insider,Cory Booker says his campaign needs to raise $1.7 million in the next 10 days or he's out,https://www.businessinsider.com/cory-booker-2020-donation-memo-2019-9
51,,"Uber did not immediately have a comment, while Lyft said it was disappointed. Today, our states political leadership missed an important opportunity to support the overwhelming majority of rideshare drivers who want a thoughtful solution that balances flexibi… [+2046 chars]",California Passes Landmark Bill to Remake Gig Economy The New York Times California governor signs bills limiting vaccine exemptions CNN California passes legislation to treat contract workers as employees Business Insider Opinion: Does California bill signal…,2019-09-11,The New York Times,California Passes Landmark Bill to Remake Gig Economy - The New York Times,https://www.nytimes.com/2019/09/11/technology/california-gig-economy-bill.html
52,"Doug Criss, CNN","(CNN)Another season of America's other national pastime -- pro football -- kicks off tonight when the Chicago Bears take on their oldest rivals, the Green Bay Packers. Here's everything you need to get ready for the new season. 
And here's what else you need… [+5316 chars]","Another season of America's other national pastime -- pro football -- kicks off tonight when the Chicago Bears take on their oldest rivals, the Green Bay Packers. Here's everything you need to get ready for the new season.",2019-09-05,CNN,5 things you need to know today,https://www.cnn.com/2019/09/05/us/five-things-september-5-trnd/index.html
53,Ellen Cranley,"Democratic lawmakers and 2020 hopefuls called for Supreme Court Justice Brett Kavanaugh to be impeached after a new allegation of sexual harassment surfaced. 
 The New York Times reported that a former college classmate of Kavanaugh tried to tip off US senat… [+3534 chars]",The New York Times reported Saturday that a former college classmate of Kavanaugh tried to tip off US senators and the FBI last year to another previously unreported sexual misconduct allegation. Democratic lawmakers and 2020 hopefuls called for Kavanaugh to …,2019-09-15,Business Insider,Democrats are demanding Brett Kavanaugh's impeachment over a new sexual misconduct allegation,https://www.businessinsider.com/democrats-brett-kavanaugh-impeachment-allegation-2019-9
54,ABC News,"<li>Now Playing: Biden says he finds purpose through public policy 
</li><li>Now Playing: Democratic candidates debate: Resiliency
</li><li>Now Playing: Yang talks universal basic income plan
</li><li>Now Playing: Castro defends his comments about Bidens m… [+1091 chars]",Mayor Pete Buttigieg said that he's electable as president because he comes from outside Washington and represents a new generation.,2019-09-13,ABC News,WATCH: Buttigieg makes 1st Democratic debate spin room appearance,https://abcnews.go.com/Politics/video/buttigieg-makes-1st-democratic-debate-spin-room-appearance-65584786
55,ABC News,"<li>Now Playing: Democratic candidates debate: Education
</li><li>Now Playing: Castro says Biden wants to take credit for Obamas work but not answer questions
</li><li>Now Playing: Yang talks universal basic income plan
</li><li>Now Playing: Castro defends… [+1091 chars]","Julian Castro, the former secretary of Housing and Urban Development in the Obama administration, defends his comments criticizing Biden's health care position.",2019-09-13,ABC News,WATCH: Castro defends his comments about Biden’s memory,https://abcnews.go.com/Politics/video/castro-defends-comments-bidens-memory-65584969
56,ABC News,"<li>Now Playing: Yang talks universal basic income plan
</li><li>Now Playing: Castro defends his comments about Bidens memory
</li><li>Now Playing: Buttigieg makes 1st Democratic debate spin room appearance
</li><li>Now Playing: Democratic debates key quot… [+1261 chars]",Ten candidates and the memorable lines delivered on the debate stage at Texas Southern University.,2019-09-13,ABC News,WATCH: Democratic debate’s key quotes,https://abcnews.go.com/Politics/video/democratic-debates-key-quotes-65584838
57,ABC News,"<li>Now Playing: Biden says he finds purpose through public policy 
</li><li>Now Playing: Klobuchar on Medicare for All bill: While Bernie wrote the bill, I read the bill
</li><li>Now Playing: Democratic candidates debate: Dealing with China and tariffs
</… [+1107 chars]","Sen. Cory Booker says he hopes the debate was a time for voters to ""see who I am and learn what I'm about.""",2019-09-13,ABC News,WATCH: Booker reflects on performance at ABC News debate,https://abcnews.go.com/Politics/video/booker-reflects-performance-abc-news-debate-65584734
58,ABC News,"<li>Now Playing: Castro says Biden wants to take credit for Obamas work but not answer questions
</li><li>Now Playing: Democratic candidates debate: Dealing with Venezuela 
</li><li>Now Playing: Democratic candidates debate: Climate change
</li><li>Now Pla… [+1046 chars]",ABC News’ George Stephanopoulos asks the candidates about overcoming obstacles and how they would do so if president.,2019-09-13,ABC News,WATCH: Democratic candidates debate: Resiliency,https://abcnews.go.com/Politics/video/democratic-candidates-debate-resiliency-65583309
59,ABC News,"<li>Now Playing: Beto O' Rourke talks guns, racism and immigration with Texas voters
</li><li>Now Playing: Warren credits campaign's success to meeting voters
</li><li>Now Playing: Klobuchar takes on Sanders during debate
</li><li>Now Playing: Castro confr… [+1107 chars]","Former U.S. Representative talks his support for taking away people's automatic rifles, saying ""hell yes we're going to take your AR-15.""",2019-09-13,ABC News,WATCH: O'Rourke takes a stand against gun violence after Texas shootings,https://abcnews.go.com/Politics/video/orourke-takes-stand-gun-violence-texas-shootings-65586833
60,ABC News,"<li>Now Playing: O'Rourke takes a stand against gun violence after Texas shootings
</li><li>Now Playing: Castro defends his comments about Bidens memory
</li><li>Now Playing: Dem candidates praise O'Rourke's El Paso reaction
</li><li>Now Playing: Castro co… [+1089 chars]",Watch the full exchange between the presidential hopefuls on the Democratic debate stage.,2019-09-13,ABC News,WATCH: Castro confronts Biden about his health care plan,https://abcnews.go.com/Politics/video/castro-confronts-biden-health-care-plan-65587201
61,Meghan Keneally,"Most Americans are cool with a female president, they're just not so sure the rest of the country agrees, according a new poll.
The results of the poll, conducted by LeanIn.org, a women's empowerment organization, come ahead of the third Democratic primary d… [+3471 chars]","Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",2019-09-12,ABC News,"Majority of voters ready for woman president, but don't think everyone is: POLL",https://abcnews.go.com/Politics/majority-voters-ready-woman-president-poll/story?id=65548887
62,"USA TODAY, Savannah Behrmann, USA TODAY","Washington Gov. Jay Inslee dropped out of the 2020 Democratic presidential race, but he says hes proud of elevating the climate crisis topic (Aug. 22)
 AP, AP
WASHINGTON -- Gov. Jay Inslee may have dropped out of the 2020 presidential race a few weeks ago, … [+2968 chars]",Inslee ended his White House bid in August and is running again for governor of Washington state but his influence was felt Wednesday as 10 Democratic 2020 candidates discussed climate change during seven hours of town halls broadcast live on CNN.,2019-09-05,USA Today,How Jay Inslee showed up during CNN's climate change town halls weeks after ending presidential bid,https://www.usatoday.com/story/news/politics/2019/09/05/2020-democrats-everybody-loves-jay-inslee-climate-change/2217502001/?utm_source=google&utm_medium=amp&utm_campaign=speakable
63,Jacob Shamsian and Walt Hickey,"Over the past several weeks, three candidates vying for the 2020 Democratic presidential nomination have distinguished themselves as frontrunners: Former Vice President Joe Biden, Sen. Elizabeth Warren, and Sen. Bernie Sanders. 
 Yet, at the close of the Sep… [+6134 chars]","Former Vice President Joe Biden, Sen. Bernie Sanders, and Sen. Elizabeth Warren have emerged as the clear frontrunners of the 2020 Democratic presidential race. We ran an experiment to see how their support would shake out if we got rid of everyone else still…",2019-09-14,Business Insider,"If everyone except for Biden, Bernie, and Warren dropped out of the 2020 race right now, Biden would be the clear loser",https://www.businessinsider.com/biden-bernie-warren-what-if-only-2020-democrats-left-race-2019-9
64,Kat Tenbarge,"Ahead of Thursday's Democratic debate in Houston, Texas, host ABC News released a new poll of primary candidate preference among Democrats. It shows former vice president Joe Biden in the lead with 27%, followed by Senators Bernie Sanders and Elizabeth Warren… [+3219 chars]","A new 2020 Democratic primary poll from ABC News and The Washington Post shows a slight dip in Joe Biden's and Bernie Sanders' numbers, with the former vice president still in the lead with 27%, and the senator as runner-up with 19%. Senator Elizabeth Warren …",2019-09-08,Business Insider,A new 2020 Democratic primary poll shows Warren surging alongside fellow frontrunners Biden and Sanders,https://www.businessinsider.com/2020-democratic-primary-poll-biden-lead-sanders-warren-harris-2019-9
65,Ella Torres,"Former Vice President Joe Biden led the first half of Thursday nights Democratic debate in speaking time.
Interested in Democratic Party?
Add Democratic Party as an interest to stay up to date on the latest Democratic Party news, video, and analysis from AB… [+1310 chars]",Joe Biden led the Democratic debate Thursday night in speaking time.,2019-09-13,ABC News,Who has had the most speaking time in the Democratic debate?,https://abcnews.go.com/Politics/speaking-time-democratic-debate/story?id=65582554
66,"Allie Yang, Meghan Keneally and Ella Torres","Sparks flew Thursday night in Houston as the ten highest-polling Democratic presidential candidates clashed on issues like health care and criminal justice, and fought to prove they were best-suited to beat President Donald Trump in 2020.
Interested in Democ… [+6301 chars]",Sparks flew Thursday night in Houston as ten of highest-polling Democratic presidential candidates took the stage.,2019-09-13,ABC News,"A Wizard of Oz reference, an interruption and 5 more moments from Democratic debate",https://abcnews.go.com/Politics/wizard-oz-reference-awkwardly-timed-interruption-biggest-moments/story?id=65583981
67,ABC NEWS,"Here's ABC News' fact check of the Democratic Debate in Houston between Sen. Amy Klobuchar, Sen. Cory Booker, Mayor Pete Buttigieg, Sen. Bernie Sanders, former Vice President Joe Biden, Sen. Elizabeth Warren, Sen. Kamala Harris, Andrew Yang, former Rep. Beto … [+7106 chars]","Our team of journalists from ABC News reviewed some of the 2020 candidates' statements in an effort to provide additional context, details and information.",2019-09-13,ABC News,Fact-checking Democratic candidates on the issues at the ABC News debate in Houston,https://abcnews.go.com/Politics/fact-checking-democratic-candidates-issues-abc-news-debate/story?id=65417684
68,Susana Polo,"The New York Times today announced that it will resume publishing a Graphic Books bestseller list for the first time in over two years, restoring a key point of prestige for the oft-undervalued medium of comics. 
The Times unceremoniously dropped its graphic… [+2018 chars]","The New York Times announced today that it will reinstate New York Times Bestseller lists for graphic novels, comics, and manga. Good news for Raina Telgemeier!",2019-09-26,Polygon,New York Times brings graphic novels back to the Book Review,https://www.polygon.com/comics/2019/9/26/20885244/new-york-times-book-review-graphic-novels-comics
69,Meghan Keneally,"The Democrats wrapped up their third presidential primary debate of the 2020 cycle, and although they repeatedly touted their own similarities, as well as their contrasts to President Donald Trump, that didn't stop them from trading barbs.
Interested in Demo… [+4040 chars]","Some of the biggest zingers came as early as the opening statements, but also carried through the three-hour debate Thursday night in Houston, hosted by ABC News.",2019-09-13,ABC News,7 key quotes from the Democratic debate in Houston,https://abcnews.go.com/Politics/key-quotes-democratic-debate-houston/story?id=65549576
70,The Associated Press,"When Barack Obama marched into the 2007 Iowa steak fry flanked by 1,000 supporters, skeptical Iowans were put on notice that he could win the caucus. A dozen years later, a new generation of Democratic White House hopefuls is looking to pull off a repeat perf… [+4123 chars]","Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",2019-09-21,ABC News,"Steak, beer and politics: 2020 Democrats descend on Iowa",https://abcnews.go.com/Politics/wireStory/steak-beer-politics-2020-democrats-descend-iowa-65764775
71,"USA TODAY, Savannah Behrmann and Rebecca Morin, USA TODAY","Last SlideNext Slide
WASHINGTON -- One night. Ten Democrats. Another chance to try to get ahead in the crowded Democratic presidential primary field.
Here's an early take on how they did:
Winners
The voters
In a sprawling field of 20, viewers of Thurday … [+5473 chars]","Health care dominated the first hour of the debate, Julián Castro's attacks on Joe Biden didn't land well and Beto O'Rourke was praised by his fellow candidates for the way he talked about gun violence in the wake of the El Paso mass shooting.",2019-09-13,USA Today,Democratic debate: Who were the winners and losers,https://www.usatoday.com/story/news/politics/elections/2019/09/12/democratic-debate-winners-and-losers-gun-control-julian-castro/2294883001/?utm_source=google&utm_medium=amp&utm_campaign=speakable
72,,"In June, Senator Kamala Harris of California visited a detention center for migrant children in Homestead, Fla. When officials at the facility refused to let her inside, she mounted a stepladder, binoculars in hand, to try to catch sight of the kids over the … [+2010 chars]","Political battles are waged through pop songs and novelty prayer candles and evocative emoji. Elizabeth Warren is cast as a “Harry Potter” character and Kamala Harris is sliced into a reaction GIF. This is democracy reimagined as celebrity fandom, and it is n…",2019-09-12,The New York Times,How Fan Culture Is Swallowing Democracy,https://www.nytimes.com/interactive/2019/09/11/arts/how-fan-culture-is-swallowing-democracy.html
73,"USA TODAY, Maureen Groppe, USA TODAY","The top ten Democratic presidential contenders will finally be on one debate stage Thursday night in Houston. The three-hour showdown will be the first time Joe Biden and Elizabeth Warren have appeared on the same stage. (Sept. 11)
 AP, AP
WASHINGTON -- The… [+1983 chars]","Andrew Yang and Cory Booker have used curse words during previous debates, and Beto O'Rourke has been known to drop F-bombs lately.",2019-09-12,USA Today,Democratic candidates warned not to swear during 3rd debate in Houston,https://www.usatoday.com/story/news/politics/elections/2019/09/12/democratic-debate-candidates-told-abc-not-swear-live-tv/2305638001/?utm_source=google&utm_medium=amp&utm_campaign=speakable
74,"USA TODAY, Nicholas Wu, USA TODAY","A traffic stop triggered a deadly shooting rampage. Warning: Some viewers may find this video disturbing.
 Wochit, Wochit
WASHINGTON  Former Rep. Beto O'Rourke did not mince words when describing the deadly shooting in Midland-Odessa, Texas, that left at le… [+2143 chars]","The O'Rourke campaign turned a viral moment into a T-shirt for sale for $30, with proceedings benefiting gun violence prevention groups.",2019-09-01,USA Today,Beto O'Rourke campaign selling 'this is f---ed up' T-shirts to help gun control activists,https://www.usatoday.com/story/news/politics/elections/2019/09/01/odessa-shooting-beto-orourke-campaign-starts-selling-f-ed-up-t-shirts/2188028001/?utm_source=google&utm_medium=amp&utm_campaign=speakable
75,"USA TODAY, Nicholas Wu, USA TODAY","Former Vice President and Democratic presidential candidate Joe Biden visited Texas Southern University Friday. He also brushed aside concerns that other candidates brought up his age as a disqualifying factor in Thursday's debate. (Sept. 13)
 AP, AP
WASHIN… [+2286 chars]","Biden remains the highest-polling candidate, coming in at 31%, a five percentage point gain from July. Warren jumped from 19% to 25%.",2019-09-18,USA Today,New poll shows Joe Biden and Elizabeth Warren making gains in the Democratic field,https://www.usatoday.com/story/news/politics/elections/2019/09/18/joe-biden-and-elizabeth-warren-make-gains-new-2020-election-poll/2361212001/?utm_source=google&utm_medium=amp&utm_campaign=speakable
76,Lisa Friedman and Maggie Astor,"CNN hosted back-to-back town halls Wednesday on global warming.CreditHilary Swift for The New York Times
Over a marathon seven hours on Wednesday, 10 of the Democratic presidential candidates participated in back-to-back CNN town hall events on climate chang… [+7867 chars]",We learned that there are some dividing lines on climate change within the 2020 field — and that young voters are asking some of the toughest questions.,2019-09-05,The New York Times,5 Takeaways From the Democrats’ Climate Town Hall,https://www.nytimes.com/live/2019/democrats-climate-town-hall/highlights-2020-climate-change
77,,"To the Editor:
On paper, Kamala Harris has a stellar résumé. She has held statewide office and is now a senator, and she has African-American and Indian roots. Seems like the ideal candidate for an anti-Trump triumph? She should be able to prosecute a case a… [+1076 chars]","Despite her “stellar résumé,” a reader writes, she has not yet made a persuasive case. Another chides her for saying or doing what is expedient.",2019-09-19,The New York Times,Can Kamala Harris Persuade the American Jury?,https://www.nytimes.com/2019/09/19/opinion/letters/kamala-harris.html
78,Eliza Relman,"Most of America had never heard of a Green New Deal when then-Rep.-elect Alexandria Ocasio-Cortez infuriated members of her own party by joining young climate change protesters outside House Speaker Nancy Pelosi's office last November. 
 The group, led by th… [+4530 chars]","Most of America had never heard of a Green New Deal when Rep. Alexandria Ocasio-Cortez joined climate activists to demand Democratic leadership adopt the plan last year. Since then, the Green New Deal has earned mainstream name recognition, and climate change…",2019-09-05,Business Insider,"Alexandria Ocasio-Cortez got 2020 Democrats talking about climate change, but their plans to address it diverge wildly",https://www.businessinsider.com/alexandria-ocasio-cortez-got-2020-democrats-talk-climate-change-2019-9
79,https://www.facebook.com/bbcnews,"Image copyrightGetty ImagesImage caption
 Kamala Harris (left), Elizabeth Warren (centre) and Amy Klobuchar (right) will take the stage on 12 September
With a record number of women in the fight for the White House, it's time to re-examine what role - if an… [+9564 chars]","In a US presidential election with a historic number of women running, are biases at play?",2019-09-11,BBC News,Are voters biased against women candidates?,https://www.bbc.co.uk/news/world-us-canada-49569390
80,"USA TODAY, Savannah Behrmann, USA TODAY","House Speaker Nancy Pelosi announces impeachment inquiry over President Donald Trump's efforts to get Ukraine to investigate Joe Biden.
 USA TODAY
WASHINGTON As House Speaker Nancy Pelosi announced a formal impeachment inquiry into President Trump's contact… [+8015 chars]","As House Speaker Nancy Pelosi announced a formal impeachment inquiry, multiple 2020 democratic candidates have switched their view on  impeachment.",2019-09-25,USA Today,Where the 2020 Democrats stand on impeachment,https://www.usatoday.com/story/news/politics/elections/2019/09/24/election-2020-where-do-2020-democrats-stand-trump-impeachment/2435355001/?utm_source=google&utm_medium=amp&utm_campaign=speakable
81,"Analysis by Stephen Collinson, CNN","Manchester, New Hampshire (CNN)The Democratic field has flocked to New Hampshire as the first-in-the-nation primary that may be even more pivotal than usual grabs the spotlight for the first time in the 2020 campaign.
Nineteen candidates are addressing the s… [+9063 chars]",The Democratic field has flocked to New Hampshire as the first-in-the-nation primary that may be even more pivotal than usual grabs the spotlight for the first time in the 2020 campaign.,2019-09-07,CNN,Analysis: Democratic cattle call ignites New Hampshire primary,https://www.cnn.com/2019/09/07/politics/new-hampshire-state-of-play/index.html
82,"Beatrice Peterson, Justin Gomez and Soo Rin Kim","The next 10 days will decide whether Sen. Cory Booker's campaign for president continues.
Interested in Democratic Party?
Add Democratic Party as an interest to stay up to date on the latest Democratic Party news, video, and analysis from ABC News.
In a ne… [+3572 chars]",Senator Cory Booker's campaign said only four campaigns have the money and organization to win the nomination.,2019-09-21,ABC News,"Cory Booker needs $1.7M before October to stay in race, campaign says",https://abcnews.go.com/Politics/cory-booker-17m-october-stay-race-campaign/story?id=65768881
83,Catherine Thorbecke,"A week after General Motors informed union leaders they would not cover the costs of healthcare for striking workers, the company has reversed course and agreed to resume the payments.
Interested in General Motors?
Add General Motors as an interest to stay … [+2716 chars]","Union leaders accuse them of ""toying"" with their families.",2019-09-27,ABC News,GM agrees to resume covering health insurance costs for striking workers,https://abcnews.go.com/Business/gm-agrees-resume-covering-health-insurance-costs-striking/story?id=65900483
84,,"WASHINGTON (AP) Democratic presidential candidate Pete Buttigieg (BOO-tuh-juhj) says Republicans will face a reckoning over a policy agenda he says is out of sync with Christian values.
Speaking on MSNBCs Morning Joe Thursday, Buttigieg kicked off a day of t… [+376 chars]","Mayor Pete says 'reckoning' coming over GOP and Christianity... (Second column, 12th story, link ) Related stories: Why Kamala hasn't caught fire in Dem race... Bernie tells crying baby to keep it down... MARIANNE WILLIAMSON: 'I didn't think the left was so m…",2019-09-05,Associated Press,Mayor Pete says 'reckoning' coming over GOP and Christianity...,https://www.apnews.com/944b897b2cde4211a21971abeda13a09
85,"USA TODAY, Editors, USA TODAY","2020 candidates to participate in climate forum
Twelve Democratic presidential candidates will participate in a climate town hall Thursday and Friday at Georgetown University. Dubbed ""Climate Forum 2020,"" the event comes after the U.N. Intergovernmental Pane… [+3259 chars]","2020 candidates to participate in a climate forum at Georgetown University, the Washington Monument reopens and more things to start your Thursday morning.",2019-09-19,USA Today,"Washington Monument reopens, iOS 13 rollout: 5 things you need to know Thursday",https://www.usatoday.com/story/news/2019/09/19/washington-monument-reopens-ios-13-student-loans/2347662001/?utm_source=google&utm_medium=amp&utm_campaign=speakable
86,,"Her team did not return a request for comment about whether questions from attendees had been screened and preapproved. The identity of the man who had asked the question was unclear.
Responses to Ms. Harriss apology on Twitter were mixed. Some users took no… [+1325 chars]",Harris Apologizes for Her Reaction to ‘Mentally Retarded’ Remark About Trump The New York Times Kamala Harris apologizes for laughing after audience member calls Trump 'mentally retarded' Fox News Kamala Harris apologizes amid criticism of her response to a q…,2019-09-08,The New York Times,Harris Apologizes for Her Reaction to ‘Mentally Retarded’ Remark About Trump - The New York Times,https://www.nytimes.com/2019/09/08/us/kamala-harris-trump-apologizes.html
87,"USA TODAY, Aamer Madhani, USA TODAY","How adult Americans think about climate change.
 Alex Brizee, Alex Brizee
Theres perhaps no topic that more starkly divides Democratic hopefuls and President Trump than the debate on climate change.
Democrats writ large see global warming as an existential… [+11192 chars]","Until this week, climate change has remained largely a backburner issue in an internal Democratic debate. That appears to be changing.",2019-09-05,USA Today,2020 Democrats: Climate change comes off the backburner as White House hopefuls take on President Trump,https://www.usatoday.com/story/news/politics/elections/2019/09/05/hurricane-dorian-the-amazon-burns-and-2020-democrats-talk-climate/2212532001/?utm_source=google&utm_medium=amp&utm_campaign=speakable
88,"USA TODAY, Ledyard King, Marco della Cava and Sarah Elbeshbishi, USA TODAY","A number of Democratic presidential candidates converged Wednesday night on the Iowa Federation of Labor, AFL-CIO Convention in Altoona, Iowa, near Des Moines. (Aug. 22)
 AP, AP
WASHINGTON Doubts among Democratic voters about whether a woman can win the Whi… [+12153 chars]","Elizabeth Warren has solidified her place in the top tier, but a new poll shows some Democrats think a woman faces a tougher battle against Trump.",2019-09-10,USA Today,Elizabeth Warren’s latest hurdle to the presidency: Democrats' belief women face tougher fight against Trump,https://www.usatoday.com/story/news/politics/elections/2019/09/10/elizabeth-warren-democrats-worry-electability-against-trump/2055209001/?utm_source=google&utm_medium=amp&utm_campaign=speakable
